,02/01/2018,03/01/2018,04/01/2018,05/01/2018,08/01/2018,09/01/2018,10/01/2018,11/01/2018,12/01/2018,15/01/2018,16/01/2018,17/01/2018,18/01/2018,19/01/2018,22/01/2018,23/01/2018,24/01/2018,25/01/2018,26/01/2018,29/01/2018,30/01/2018,31/01/2018,01/02/2018,02/02/2018,05/02/2018,06/02/2018,07/02/2018,08/02/2018,09/02/2018,12/02/2018,13/02/2018,14/02/2018,15/02/2018,16/02/2018,19/02/2018,20/02/2018,21/02/2018,22/02/2018,23/02/2018,26/02/2018,27/02/2018,28/02/2018,01/03/2018,02/03/2018,05/03/2018,06/03/2018,07/03/2018,08/03/2018,09/03/2018,12/03/2018,13/03/2018,14/03/2018,15/03/2018,16/03/2018,19/03/2018,20/03/2018,21/03/2018,22/03/2018,23/03/2018,26/03/2018,27/03/2018,28/03/2018,29/03/2018,03/04/2018,04/04/2018,05/04/2018,06/04/2018,09/04/2018,10/04/2018,11/04/2018,12/04/2018,13/04/2018,16/04/2018,17/04/2018,18/04/2018,19/04/2018,20/04/2018,23/04/2018,24/04/2018,25/04/2018,26/04/2018,27/04/2018,30/04/2018,02/05/2018,03/05/2018,04/05/2018,07/05/2018,08/05/2018,09/05/2018,10/05/2018,11/05/2018,14/05/2018,15/05/2018,16/05/2018,17/05/2018,18/05/2018,21/05/2018,22/05/2018,23/05/2018,24/05/2018,25/05/2018,28/05/2018,29/05/2018,30/05/2018,31/05/2018,01/06/2018,04/06/2018,05/06/2018,06/06/2018,07/06/2018,08/06/2018,11/06/2018,12/06/2018,13/06/2018,14/06/2018,15/06/2018,18/06/2018,19/06/2018,20/06/2018,21/06/2018,22/06/2018,25/06/2018,26/06/2018,27/06/2018,28/06/2018,29/06/2018,02/07/2018,03/07/2018,04/07/2018,05/07/2018,06/07/2018,09/07/2018,10/07/2018,11/07/2018,12/07/2018,13/07/2018,16/07/2018,17/07/2018,18/07/2018,19/07/2018,20/07/2018,23/07/2018,24/07/2018,25/07/2018,26/07/2018,27/07/2018,30/07/2018,31/07/2018,01/08/2018,02/08/2018,03/08/2018,06/08/2018,07/08/2018,08/08/2018,09/08/2018,10/08/2018,13/08/2018,14/08/2018,15/08/2018,16/08/2018,17/08/2018,20/08/2018,21/08/2018,22/08/2018,23/08/2018,24/08/2018,27/08/2018,28/08/2018,29/08/2018,30/08/2018,31/08/2018,03/09/2018,04/09/2018,05/09/2018,06/09/2018,07/09/2018,10/09/2018,11/09/2018,12/09/2018,13/09/2018,14/09/2018,17/09/2018,18/09/2018,19/09/2018,20/09/2018,21/09/2018,24/09/2018,25/09/2018,26/09/2018,27/09/2018,28/09/2018,01/10/2018,02/10/2018,03/10/2018,04/10/2018,05/10/2018,08/10/2018,09/10/2018,10/10/2018,11/10/2018,12/10/2018,15/10/2018,16/10/2018,17/10/2018,18/10/2018,19/10/2018,22/10/2018,23/10/2018,24/10/2018,25/10/2018,26/10/2018,29/10/2018,30/10/2018,31/10/2018,01/11/2018,02/11/2018,05/11/2018,06/11/2018,07/11/2018,08/11/2018,09/11/2018,12/11/2018,13/11/2018,14/11/2018,15/11/2018,16/11/2018,19/11/2018,20/11/2018,21/11/2018,22/11/2018,23/11/2018,26/11/2018,27/11/2018,28/11/2018,29/11/2018,30/11/2018,03/12/2018,04/12/2018,05/12/2018,06/12/2018,07/12/2018,10/12/2018,11/12/2018,12/12/2018,13/12/2018,14/12/2018,17/12/2018,18/12/2018,19/12/2018,20/12/2018,21/12/2018,24/12/2018,27/12/2018,28/12/2018,31/12/2018
1w,-0.379,-0.379,-0.378,-0.379,-0.379,-0.379,-0.379,-0.379,-0.379,-0.379,-0.379,-0.379,-0.379,-0.378,-0.379,-0.379,-0.377,-0.377,-0.378,-0.378,-0.377,-0.379,-0.379,-0.378,-0.380,-0.380,-0.379,-0.379,-0.380,-0.379,-0.379,-0.379,-0.379,-0.379,-0.379,-0.379,-0.379,-0.379,-0.379,-0.377,-0.378,-0.377,-0.378,-0.379,-0.379,-0.379,-0.379,-0.379,-0.379,-0.379,-0.379,-0.379,-0.379,-0.378,-0.378,-0.377,-0.377,-0.376,-0.376,-0.377,-0.379,-0.378,-0.379,-0.379,-0.378,-0.378,-0.379,-0.380,-0.380,-0.380,-0.380,-0.379,-0.379,-0.379,-0.379,-0.380,-0.379,-0.380,-0.379,-0.379,-0.380,-0.379,-0.379,-0.380,-0.379,-0.379,-0.379,-0.379,-0.381,-0.380,-0.381,-0.380,-0.381,-0.380,-0.380,-0.381,-0.380,-0.380,-0.379,-0.380,-0.380,-0.379,-0.379,-0.379,-0.378,-0.378,-0.378,-0.380,-0.379,-0.379,-0.380,-0.379,-0.379,-0.379,-0.379,-0.379,-0.380,-0.379,-0.379,-0.378,-0.376,-0.377,-0.378,-0.378,-0.380,-0.380,-0.380,-0.380,-0.380,-0.378,-0.378,-0.377,-0.378,-0.377,-0.377,-0.377,-0.378,-0.377,-0.379,-0.379,-0.379,-0.377,-0.377,-0.378,-0.378,-0.376,-0.376,-0.378,-0.377,-0.378,-0.377,-0.377,-0.377,-0.379,-0.378,-0.379,-0.377,-0.377,-0.376,-0.376,-0.377,-0.377,-0.377,-0.377,-0.377,-0.376,-0.376,-0.376,-0.376,-0.377,-0.377,-0.377,-0.376,-0.376,-0.376,-0.377,-0.377,-0.378,-0.378,-0.377,-0.376,-0.377,-0.377,-0.377,-0.376,-0.375,-0.376,-0.376,-0.376,-0.377,-0.378,-0.378,-0.377,-0.376,-0.376,-0.376,-0.376,-0.376,-0.376,-0.376,-0.376,-0.375,-0.377,-0.376,-0.376,-0.376,-0.376,-0.377,-0.376,-0.376,-0.376,-0.378,-0.378,-0.379,-0.376,-0.376,-0.377,-0.376,-0.376,-0.376,-0.376,-0.376,-0.377,-0.377,-0.377,-0.376,-0.377,-0.376,-0.376,-0.376,-0.376,-0.376,-0.376,-0.376,-0.376,-0.376,-0.376,-0.377,-0.379,-0.378,-0.378,-0.378,-0.378,-0.378,-0.378,-0.378,-0.378,-0.378,-0.378,-0.379,-0.376,-0.375,-0.374,-0.373,-0.373
2w,-0.373,-0.374,-0.371,-0.374,-0.374,-0.375,-0.374,-0.374,-0.373,-0.373,-0.374,-0.373,-0.372,-0.371,-0.371,-0.372,-0.371,-0.371,-0.372,-0.371,-0.371,-0.371,-0.372,-0.372,-0.371,-0.371,-0.371,-0.371,-0.373,-0.373,-0.373,-0.373,-0.374,-0.373,-0.374,-0.374,-0.372,-0.371,-0.372,-0.372,-0.373,-0.371,-0.372,-0.372,-0.372,-0.374,-0.374,-0.374,-0.374,-0.374,-0.374,-0.374,-0.372,-0.373,-0.373,-0.373,-0.374,-0.374,-0.374,-0.374,-0.374,-0.375,-0.376,-0.376,-0.376,-0.377,-0.376,-0.376,-0.376,-0.376,-0.377,-0.377,-0.378,-0.378,-0.378,-0.379,-0.378,-0.379,-0.379,-0.379,-0.379,-0.378,-0.378,-0.378,-0.378,-0.377,-0.376,-0.377,-0.378,-0.376,-0.376,-0.376,-0.376,-0.376,-0.376,-0.377,-0.376,-0.376,-0.376,-0.376,-0.375,-0.375,-0.376,-0.375,-0.375,-0.374,-0.373,-0.373,-0.374,-0.374,-0.373,-0.372,-0.372,-0.371,-0.370,-0.371,-0.371,-0.369,-0.370,-0.373,-0.373,-0.374,-0.372,-0.373,-0.374,-0.374,-0.374,-0.374,-0.373,-0.372,-0.371,-0.371,-0.371,-0.371,-0.372,-0.373,-0.372,-0.372,-0.371,-0.372,-0.371,-0.371,-0.371,-0.371,-0.371,-0.371,-0.372,-0.371,-0.371,-0.371,-0.371,-0.369,-0.369,-0.369,-0.369,-0.369,-0.369,-0.370,-0.369,-0.369,-0.369,-0.369,-0.369,-0.369,-0.369,-0.369,-0.371,-0.372,-0.371,-0.371,-0.371,-0.371,-0.371,-0.371,-0.372,-0.371,-0.371,-0.372,-0.372,-0.371,-0.373,-0.374,-0.374,-0.371,-0.371,-0.370,-0.371,-0.370,-0.369,-0.371,-0.370,-0.371,-0.372,-0.372,-0.372,-0.371,-0.371,-0.371,-0.371,-0.371,-0.371,-0.371,-0.372,-0.371,-0.372,-0.371,-0.371,-0.371,-0.371,-0.371,-0.371,-0.370,-0.370,-0.371,-0.371,-0.371,-0.371,-0.371,-0.371,-0.371,-0.371,-0.373,-0.373,-0.372,-0.374,-0.372,-0.373,-0.372,-0.372,-0.371,-0.371,-0.371,-0.371,-0.371,-0.371,-0.371,,,,,,,,,,,,,,,,,,,
1m,-0.368,-0.368,-0.368,-0.369,-0.368,-0.369,-0.369,-0.369,-0.369,-0.369,-0.369,-0.369,-0.369,-0.369,-0.369,-0.369,-0.369,-0.369,-0.369,-0.369,-0.369,-0.369,-0.369,-0.371,-0.369,-0.369,-0.369,-0.369,-0.370,-0.369,-0.369,-0.369,-0.369,-0.369,-0.369,-0.370,-0.370,-0.370,-0.370,-0.371,-0.371,-0.370,-0.371,-0.370,-0.370,-0.371,-0.371,-0.371,-0.371,-0.370,-0.371,-0.371,-0.371,-0.370,-0.370,-0.370,-0.370,-0.371,-0.370,-0.370,-0.371,-0.371,-0.372,-0.372,-0.372,-0.372,-0.372,-0.372,-0.372,-0.372,-0.371,-0.371,-0.371,-0.371,-0.371,-0.372,-0.372,-0.372,-0.372,-0.371,-0.372,-0.372,-0.371,-0.371,-0.372,-0.372,-0.372,-0.372,-0.371,-0.371,-0.371,-0.371,-0.369,-0.371,-0.371,-0.371,-0.370,-0.371,-0.371,-0.371,-0.369,-0.371,-0.371,-0.370,-0.369,-0.371,-0.371,-0.371,-0.371,-0.371,-0.371,-0.369,-0.371,-0.370,-0.369,-0.370,-0.370,-0.370,-0.370,-0.370,-0.370,-0.371,-0.370,-0.370,-0.371,-0.370,-0.369,-0.372,-0.372,-0.372,-0.371,-0.371,-0.370,-0.369,-0.370,-0.369,-0.369,-0.369,-0.369,-0.369,-0.369,-0.369,-0.369,-0.369,-0.369,-0.369,-0.369,-0.369,-0.369,-0.369,-0.369,-0.369,-0.369,-0.369,-0.369,-0.369,-0.370,-0.370,-0.368,-0.369,-0.370,-0.369,-0.371,-0.371,-0.371,-0.369,-0.370,-0.371,-0.370,-0.370,-0.369,-0.370,-0.369,-0.369,-0.371,-0.372,-0.371,-0.372,-0.371,-0.372,-0.371,-0.372,-0.372,-0.371,-0.372,-0.371,-0.372,-0.370,-0.369,-0.371,-0.371,-0.371,-0.371,-0.371,-0.371,-0.371,-0.371,-0.371,-0.369,-0.369,-0.369,-0.369,-0.369,-0.369,-0.369,-0.370,-0.369,-0.369,-0.370,-0.369,-0.369,-0.369,-0.369,-0.369,-0.368,-0.368,-0.369,-0.369,-0.369,-0.369,-0.369,-0.369,-0.369,-0.369,-0.371,-0.369,-0.369,-0.369,-0.369,-0.369,-0.369,-0.368,-0.369,-0.368,-0.368,-0.368,-0.368,-0.367,-0.367,-0.368,-0.368,-0.368,-0.368,-0.368,-0.368,-0.368,-0.369,-0.369,-0.369,-0.367,-0.366,-0.365,-0.364,-0.364,-0.363
2m,-0.340,-0.341,-0.339,-0.340,-0.341,-0.341,-0.341,-0.341,-0.341,-0.341,-0.341,-0.341,-0.341,-0.341,-0.341,-0.340,-0.340,-0.340,-0.340,-0.339,-0.341,-0.341,-0.341,-0.341,-0.341,-0.340,-0.341,-0.341,-0.341,-0.341,-0.341,-0.341,-0.341,-0.341,-0.341,-0.341,-0.341,-0.341,-0.341,-0.341,-0.342,-0.341,-0.341,-0.341,-0.341,-0.341,-0.341,-0.341,-0.340,-0.340,-0.341,-0.340,-0.341,-0.341,-0.341,-0.341,-0.341,-0.341,-0.341,-0.341,-0.341,-0.341,-0.341,-0.341,-0.341,-0.341,-0.342,-0.342,-0.342,-0.342,-0.341,-0.341,-0.341,-0.341,-0.341,-0.342,-0.341,-0.341,-0.341,-0.341,-0.341,-0.341,-0.341,-0.341,-0.341,-0.341,-0.340,-0.341,-0.340,-0.341,-0.341,-0.340,-0.341,-0.341,-0.341,-0.340,-0.340,-0.341,-0.340,-0.339,-0.339,-0.339,-0.339,-0.338,-0.339,-0.339,-0.339,-0.339,-0.339,-0.339,-0.338,-0.338,-0.338,-0.338,-0.338,-0.339,-0.338,-0.338,-0.338,-0.338,-0.338,-0.338,-0.338,-0.338,-0.339,-0.337,-0.337,-0.337,-0.337,-0.337,-0.336,-0.336,-0.336,-0.336,-0.336,-0.336,-0.336,-0.336,-0.336,-0.336,-0.337,-0.337,-0.337,-0.337,-0.337,-0.336,-0.337,-0.336,-0.337,-0.337,-0.337,-0.337,-0.337,-0.337,-0.337,-0.337,-0.337,-0.337,-0.336,-0.337,-0.337,-0.338,-0.338,-0.338,-0.338,-0.338,-0.337,-0.339,-0.338,-0.337,-0.339,-0.339,-0.338,-0.338,-0.338,-0.339,-0.338,-0.339,-0.339,-0.339,-0.339,-0.339,-0.339,-0.339,-0.339,-0.338,-0.338,-0.338,-0.337,-0.338,-0.338,-0.338,-0.339,-0.338,-0.337,-0.337,-0.337,-0.337,-0.337,-0.337,-0.337,-0.338,-0.337,-0.337,-0.338,-0.337,-0.339,-0.338,-0.338,-0.338,-0.338,-0.338,-0.336,-0.336,-0.336,-0.336,-0.336,-0.336,-0.336,-0.336,-0.336,-0.336,-0.339,-0.338,-0.339,-0.338,-0.337,-0.336,-0.337,-0.336,-0.336,-0.336,-0.336,-0.336,-0.336,-0.336,,,,,,,,,,,,,,,,,,,
3m,-0.329,-0.329,-0.329,-0.329,-0.329,-0.329,-0.329,-0.329,-0.329,-0.329,-0.329,-0.328,-0.328,-0.328,-0.328,-0.328,-0.328,-0.327,-0.328,-0.328,-0.328,-0.328,-0.328,-0.329,-0.329,-0.329,-0.329,-0.329,-0.329,-0.329,-0.329,-0.328,-0.328,-0.328,-0.329,-0.329,-0.329,-0.328,-0.328,-0.328,-0.328,-0.327,-0.327,-0.327,-0.327,-0.327,-0.327,-0.327,-0.327,-0.327,-0.327,-0.327,-0.328,-0.328,-0.329,-0.329,-0.329,-0.329,-0.329,-0.329,-0.329,-0.329,-0.328,-0.328,-0.328,-0.328,-0.329,-0.329,-0.329,-0.329,-0.329,-0.329,-0.329,-0.328,-0.328,-0.328,-0.328,-0.328,-0.328,-0.328,-0.328,-0.329,-0.329,-0.329,-0.328,-0.328,-0.328,-0.328,-0.327,-0.326,-0.327,-0.326,-0.326,-0.326,-0.326,-0.326,-0.325,-0.324,-0.323,-0.324,-0.323,-0.322,-0.321,-0.321,-0.321,-0.321,-0.321,-0.322,-0.321,-0.321,-0.321,-0.321,-0.321,-0.321,-0.321,-0.321,-0.323,-0.323,-0.323,-0.323,-0.323,-0.324,-0.323,-0.324,-0.324,-0.321,-0.321,-0.321,-0.321,-0.321,-0.321,-0.321,-0.321,-0.321,-0.321,-0.321,-0.321,-0.321,-0.321,-0.321,-0.321,-0.321,-0.321,-0.321,-0.320,-0.320,-0.319,-0.319,-0.319,-0.319,-0.319,-0.319,-0.319,-0.319,-0.319,-0.319,-0.319,-0.319,-0.319,-0.319,-0.319,-0.319,-0.319,-0.319,-0.319,-0.319,-0.319,-0.319,-0.319,-0.319,-0.319,-0.319,-0.319,-0.319,-0.319,-0.319,-0.319,-0.319,-0.319,-0.319,-0.319,-0.319,-0.319,-0.318,-0.319,-0.319,-0.319,-0.319,-0.319,-0.318,-0.318,-0.317,-0.318,-0.318,-0.318,-0.318,-0.318,-0.318,-0.318,-0.318,-0.318,-0.318,-0.318,-0.318,-0.317,-0.317,-0.317,-0.317,-0.317,-0.317,-0.318,-0.318,-0.318,-0.318,-0.318,-0.318,-0.318,-0.317,-0.317,-0.316,-0.316,-0.316,-0.316,-0.316,-0.316,-0.316,-0.316,-0.316,-0.316,-0.316,-0.316,-0.316,-0.316,-0.316,-0.316,-0.316,-0.316,-0.316,-0.316,-0.315,-0.315,-0.314,-0.312,-0.312,-0.311,-0.311,-0.311,-0.311,-0.309,-0.310,-0.310,-0.309,-0.309,-0.310,-0.309
6m,-0.271,-0.271,-0.271,-0.271,-0.271,-0.271,-0.271,-0.271,-0.271,-0.274,-0.272,-0.274,-0.275,-0.276,-0.277,-0.276,-0.278,-0.278,-0.278,-0.278,-0.278,-0.279,-0.278,-0.278,-0.278,-0.279,-0.278,-0.278,-0.278,-0.278,-0.276,-0.276,-0.276,-0.274,-0.274,-0.273,-0.271,-0.270,-0.271,-0.271,-0.271,-0.270,-0.271,-0.271,-0.272,-0.271,-0.272,-0.272,-0.271,-0.271,-0.271,-0.271,-0.271,-0.272,-0.272,-0.273,-0.272,-0.271,-0.270,-0.271,-0.271,-0.271,-0.271,-0.270,-0.271,-0.271,-0.270,-0.270,-0.271,-0.270,-0.271,-0.271,-0.270,-0.270,-0.271,-0.270,-0.271,-0.270,-0.270,-0.270,-0.269,-0.269,-0.269,-0.269,-0.269,-0.269,-0.269,-0.269,-0.269,-0.271,-0.271,-0.271,-0.271,-0.272,-0.270,-0.271,-0.270,-0.271,-0.270,-0.271,-0.271,-0.269,-0.269,-0.269,-0.269,-0.269,-0.269,-0.269,-0.269,-0.269,-0.267,-0.267,-0.267,-0.268,-0.268,-0.268,-0.268,-0.268,-0.268,-0.268,-0.268,-0.269,-0.270,-0.270,-0.270,-0.270,-0.269,-0.270,-0.269,-0.269,-0.270,-0.270,-0.269,-0.271,-0.271,-0.268,-0.269,-0.269,-0.269,-0.269,-0.269,-0.269,-0.269,-0.269,-0.269,-0.269,-0.268,-0.268,-0.269,-0.269,-0.268,-0.268,-0.268,-0.268,-0.266,-0.267,-0.266,-0.266,-0.266,-0.266,-0.266,-0.266,-0.266,-0.266,-0.266,-0.266,-0.265,-0.266,-0.266,-0.268,-0.268,-0.268,-0.269,-0.269,-0.269,-0.269,-0.269,-0.269,-0.269,-0.269,-0.269,-0.268,-0.268,-0.267,-0.268,-0.268,-0.267,-0.267,-0.267,-0.268,-0.268,-0.268,-0.268,-0.267,-0.268,-0.267,-0.267,-0.268,-0.268,-0.267,-0.267,-0.266,-0.265,-0.266,-0.265,-0.262,-0.261,-0.259,-0.259,-0.259,-0.259,-0.259,-0.259,-0.259,-0.258,-0.258,-0.257,-0.258,-0.258,-0.257,-0.257,-0.257,-0.257,-0.257,-0.257,-0.257,-0.257,-0.257,-0.257,-0.257,-0.257,-0.256,-0.256,-0.256,-0.253,-0.251,-0.248,-0.247,-0.246,-0.246,-0.246,-0.245,-0.244,-0.241,-0.239,-0.238,-0.237,-0.238,-0.238,-0.238,-0.238,-0.237,-0.237,-0.236,-0.237
9m,-0.217,-0.219,-0.220,-0.219,-0.220,-0.219,-0.220,-0.217,-0.216,-0.221,-0.222,-0.223,-0.223,-0.223,-0.222,-0.224,-0.224,-0.222,-0.222,-0.221,-0.222,-0.222,-0.222,-0.222,-0.222,-0.222,-0.222,-0.221,-0.222,-0.222,-0.222,-0.222,-0.221,-0.221,-0.219,-0.221,-0.221,-0.221,-0.221,-0.222,-0.222,-0.222,-0.221,-0.222,-0.223,-0.222,-0.223,-0.223,-0.223,-0.222,-0.223,-0.223,-0.221,-0.222,-0.223,-0.223,-0.221,-0.221,-0.221,-0.220,-0.221,-0.221,-0.220,-0.220,-0.221,-0.221,-0.221,-0.221,-0.220,-0.219,-0.219,-0.219,-0.219,-0.219,-0.219,-0.219,-0.220,-0.219,-0.219,-0.219,-0.220,-0.219,-0.220,-0.219,-0.219,-0.219,-0.219,-0.219,-0.219,-0.219,-0.219,-0.220,-0.219,-0.219,-0.217,-0.218,-0.217,-0.217,-0.218,-0.217,-0.217,-0.216,-0.214,-0.213,-0.213,-0.213,-0.213,-0.212,-0.210,-0.212,-0.211,-0.212,-0.211,-0.212,-0.212,-0.214,-0.215,-0.214,-0.213,-0.214,-0.214,-0.214,-0.214,-0.214,-0.214,-0.214,-0.216,-0.216,-0.218,-0.218,-0.218,-0.218,-0.217,-0.217,-0.216,-0.218,-0.216,-0.216,-0.216,-0.216,-0.216,-0.216,-0.217,-0.217,-0.217,-0.216,-0.217,-0.217,-0.217,-0.217,-0.217,-0.216,-0.216,-0.215,-0.213,-0.211,-0.210,-0.207,-0.207,-0.206,-0.207,-0.206,-0.206,-0.206,-0.206,-0.206,-0.206,-0.207,-0.206,-0.207,-0.208,-0.207,-0.207,-0.208,-0.207,-0.207,-0.207,-0.207,-0.207,-0.207,-0.207,-0.207,-0.206,-0.209,-0.209,-0.208,-0.208,-0.207,-0.208,-0.208,-0.208,-0.207,-0.208,-0.208,-0.208,-0.208,-0.208,-0.207,-0.206,-0.207,-0.207,-0.206,-0.205,-0.206,-0.205,-0.203,-0.200,-0.199,-0.198,-0.198,-0.198,-0.199,-0.198,-0.198,-0.197,-0.197,-0.196,-0.197,-0.197,-0.196,-0.196,-0.196,-0.196,-0.196,-0.196,-0.196,-0.196,-0.196,-0.196,-0.196,-0.196,-0.196,-0.196,-0.196,-0.195,-0.194,,,,,,,,,,,,,,,,,,,
12m,-0.186,-0.187,-0.187,-0.187,-0.187,-0.187,-0.186,-0.188,-0.186,-0.187,-0.186,-0.186,-0.191,-0.191,-0.191,-0.191,-0.192,-0.191,-0.191,-0.191,-0.191,-0.191,-0.191,-0.191,-0.191,-0.191,-0.191,-0.191,-0.191,-0.191,-0.191,-0.192,-0.191,-0.192,-0.193,-0.193,-0.191,-0.191,-0.191,-0.190,-0.191,-0.191,-0.191,-0.191,-0.191,-0.191,-0.191,-0.191,-0.191,-0.191,-0.191,-0.191,-0.191,-0.192,-0.192,-0.191,-0.191,-0.191,-0.190,-0.191,-0.191,-0.191,-0.190,-0.190,-0.190,-0.191,-0.191,-0.191,-0.191,-0.190,-0.191,-0.190,-0.189,-0.189,-0.189,-0.189,-0.189,-0.189,-0.189,-0.189,-0.189,-0.189,-0.189,-0.189,-0.189,-0.190,-0.189,-0.189,-0.189,-0.189,-0.189,-0.190,-0.188,-0.188,-0.188,-0.189,-0.187,-0.189,-0.189,-0.187,-0.188,-0.186,-0.186,-0.184,-0.184,-0.184,-0.184,-0.182,-0.180,-0.180,-0.180,-0.181,-0.181,-0.181,-0.181,-0.183,-0.184,-0.181,-0.182,-0.182,-0.180,-0.181,-0.181,-0.181,-0.181,-0.181,-0.181,-0.181,-0.181,-0.181,-0.181,-0.181,-0.180,-0.179,-0.179,-0.179,-0.179,-0.179,-0.179,-0.179,-0.179,-0.179,-0.179,-0.179,-0.179,-0.179,-0.179,-0.178,-0.177,-0.176,-0.176,-0.176,-0.176,-0.176,-0.173,-0.169,-0.166,-0.166,-0.166,-0.166,-0.167,-0.167,-0.167,-0.167,-0.167,-0.166,-0.166,-0.166,-0.165,-0.166,-0.166,-0.166,-0.166,-0.167,-0.167,-0.167,-0.167,-0.166,-0.166,-0.168,-0.168,-0.169,-0.168,-0.167,-0.168,-0.168,-0.167,-0.165,-0.164,-0.161,-0.159,-0.158,-0.157,-0.157,-0.159,-0.158,-0.158,-0.156,-0.156,-0.156,-0.157,-0.156,-0.156,-0.156,-0.155,-0.154,-0.151,-0.149,-0.147,-0.147,-0.148,-0.149,-0.149,-0.149,-0.148,-0.148,-0.148,-0.149,-0.149,-0.148,-0.148,-0.148,-0.147,-0.147,-0.147,-0.147,-0.148,-0.148,-0.148,-0.148,-0.147,-0.146,-0.146,-0.146,-0.146,-0.146,-0.143,-0.142,-0.141,-0.140,-0.137,-0.134,-0.131,-0.131,-0.129,-0.128,-0.127,-0.125,-0.124,-0.121,-0.119,-0.118,-0.119,-0.119,-0.117
